Id,SalePrice
1461,129726.344
1462,182264.16666666666
1463,144154.09923664122
1464,197728.5980392157
1465,197728.5980392157
1466,176337.5
1467,152505.3125
1468,176337.5
1469,197728.5980392157
1470,129726.344
1471,197728.5980392157
1472,109765.8346456693
1473,109765.8346456693
1474,151276.54285714286
1475,109765.8346456693
1476,337256.22222222225
1477,213154.38888888888
1478,295002.1666666667
1479,295002.1666666667
1480,474990.0
1481,301233.10256410256
1482,197728.5980392157
1483,182264.16666666666
1484,144154.09923664122
1485,176337.5
1486,197728.5980392157
1487,337256.22222222225
1488,253714.21212121213
1489,176337.5
1490,256898.13333333333
1491,197728.5980392157
1492,91930.78571428571
1493,151276.54285714286
1494,253714.21212121213
1495,301233.10256410256
1496,256898.13333333333
1497,197728.5980392157
1498,109765.8346456693
1499,129726.344
1500,129726.344
1501,176337.5
1502,109765.8346456693
1503,256898.13333333333
1504,217450.75438596492
1505,256898.13333333333
1506,182304.16666666666
1507,301233.10256410256
1508,182304.16666666666
1509,151276.54285714286
1510,152505.3125
1511,152505.3125
1512,182264.16666666666
1513,182304.16666666666
1514,151276.54285714286
1515,151276.54285714286
1516,151276.54285714286
1517,144154.09923664122
1518,152505.3125
1519,213154.38888888888
1520,144154.09923664122
1521,152505.3125
1522,151276.54285714286
1523,144154.09923664122
1524,109765.8346456693
1525,129726.344
1526,129726.344
1527,109765.8346456693
1528,129726.344
1529,152505.3125
1530,152505.3125
1531,121525.46153846153
1532,129726.344
1533,182264.16666666666
1534,121525.46153846153
1535,144154.09923664122
1536,121525.46153846153
1537,54566.666666666664
1538,137890.0
1539,137890.0
1540,151276.54285714286
1541,151276.54285714286
1542,144154.09923664122
1543,195137.5
1544,91930.78571428571
1545,129726.344
1546,109765.8346456693
1547,144154.09923664122
1548,151276.54285714286
1549,109765.8346456693
1550,121525.46153846153
1551,121525.46153846153
1552,121525.46153846153
1553,151276.54285714286
1554,109765.8346456693
1555,152505.3125
1556,91930.78571428571
1557,152505.3125
1558,91930.78571428571
1559,121525.46153846153
1560,121525.46153846153
1561,152505.3125
1562,109765.8346456693
1563,129726.344
1564,152505.3125
1565,144154.09923664122
1566,182304.16666666666
1567,91930.78571428571
1568,182304.16666666666
1569,121525.46153846153
1570,109765.8346456693
1571,109765.8346456693
1572,152505.3125
1573,213154.38888888888
1574,152505.3125
1575,213154.38888888888
1576,197728.5980392157
1577,176337.5
1578,151276.54285714286
1579,129726.344
1580,197728.5980392157
1581,144154.09923664122
1582,129726.344
1583,301233.10256410256
1584,253714.21212121213
1585,129726.344
1586,54566.666666666664
1587,109765.8346456693
1588,152505.3125
1589,91930.78571428571
1590,144154.09923664122
1591,109765.8346456693
1592,121525.46153846153
1593,109765.8346456693
1594,151276.54285714286
1595,121525.46153846153
1596,236932.61538461538
1597,151276.54285714286
1598,176337.5
1599,129726.344
1600,176337.5
1601,129726.344
1602,109765.8346456693
1603,109765.8346456693
1604,331883.71428571426
1605,253714.21212121213
1606,182264.16666666666
1607,182304.16666666666
1608,197728.5980392157
1609,176337.5
1610,109765.8346456693
1611,144154.09923664122
1612,182264.16666666666
1613,152505.3125
1614,129726.344
1615,109765.8346456693
1616,109765.8346456693
1617,109765.8346456693
1618,129726.344
1619,109765.8346456693
1620,197728.5980392157
1621,129726.344
1622,144154.09923664122
1623,253714.21212121213
1624,197728.5980392157
1625,129726.344
1626,151276.54285714286
1627,197728.5980392157
1628,217450.75438596492
1629,176337.5
1630,474990.0
1631,213154.38888888888
1632,253714.21212121213
1633,176337.5
1634,197728.5980392157
1635,176337.5
1636,182264.16666666666
1637,151276.54285714286
1638,217450.75438596492
1639,151276.54285714286
1640,301233.10256410256
1641,151276.54285714286
1642,217450.75438596492
1643,253714.21212121213
1644,217450.75438596492
1645,152505.3125
1646,144154.09923664122
1647,152505.3125
1648,152505.3125
1649,144154.09923664122
1650,129726.344
1651,109765.8346456693
1652,109765.8346456693
1653,109765.8346456693
1654,151276.54285714286
1655,144154.09923664122
1656,151276.54285714286
1657,151276.54285714286
1658,151276.54285714286
1659,129726.344
1660,129726.344
1661,474990.0
1662,337256.22222222225
1663,337256.22222222225
1664,474990.0
1665,295002.1666666667
1666,331883.71428571426
1667,337256.22222222225
1668,295002.1666666667
1669,295002.1666666667
